person_id,gender,year_of_birth,person_of_color,education_level,city_of_residence,scholarship_recipient,previous_job_experience,pre_training_wage,training_start_date,training_status,training_end_date,training_type,exit_status,classroom_or_online,job_placement_date,hiring_job_title,hiring_company,starting_wage,second_job_placement_date,second_job_title,second_job_company,second_starting_wage
Y-499,Unreported,1983,no,Associates,Roseville,no,Contractor,11.40,27/12/2017,Withdrew,18/06/2018,UX,Health/Medical,Classroom,02/07/2018,Junior Engineer,Great North Labs,30.18,,,,
M-500,Female,2000,unreported,Some College,St. Paul,no,Employee,9.62,23/02/2016,Withdrew,09/08/2016,UX,Entered Military,Classroom,17/03/2017,Designer,Branch Messenger,29.76,,,,
J-501,Unreported,1977,unreported,Some College,Minneapolis,yes,Associate,13.85,01/04/2017,Graduated,08/06/2017,IT Fundamentals,Entered Military,Online,01/07/2017,Junior Designer,Code 42,31.13,,,,
P-502,Other,1988,unreported,Graduate and Beyond,Plymouth,yes,,13.95,17/06/2017,Removed,16/12/2017,QA,Health/Medical,Online,08/09/2018,Temp Developer,Apple,24.87,,,,
Y-503,Female,1955,no,Graduate and Beyond,Robbinsdale,yes,Employee,14.88,01/08/2016,Removed,07/01/2017,UX,Entered Military,Classroom,14/09/2017,Temp Designer,Code 42,30.49,,,,
S-504,Other,1976,unreported,Bachelors,Plymouth,no,Cashier,9.25,05/06/2015,Graduated,10/10/2015,IT Fundamentals,Institutionalized,Online,19/09/2016,Project Manager,Aftercode,26.28,,,,
P-505,Female,1972,unreported,Bachelors,Plymouth,yes,Representative,14.49,12/03/2016,Graduated,13/09/2016,QA,Health/Medical,Online,23/05/2017,Temp Developer,Bind Benefits,25.71,,,,
J-506,Female,1990,yes,Graduate and Beyond,Eden Prairie,yes,Associate,13.66,06/01/2017,Graduated,10/07/2017,UX,Entered Military,Classroom,,,,,,,,
P-507,Female,1967,yes,Associates,Eden Prairie,yes,Team Member,15.59,15/05/2017,Removed,20/08/2017,IT Fundamentals,Incarcerated,Online,14/08/2018,Programmer,Bright Health,31.47,,,,
Y-508,Other,1983,yes,Graduate and Beyond,St. Paul,no,Contractor,9.07,02/02/2015,Graduated,15/05/2015,UX,Institutionalized,Classroom,06/11/2015,Developer,Code 42,26.35,19/02/2016,Temp Designer,Bright Health,26.81
T-509,Other,1952,yes,Graduate and Beyond,St. Paul,yes,Cashier,10.18,30/12/2016,Withdrew,18/09/2017,QA,Entered Employment,Online,,,,,,,,
Y-510,Female,1969,no,HS/GED,Minneapolis,no,Employee,15.42,02/02/2016,Graduated,26/05/2016,UX,Enrolled in Additional Training,Online,22/08/2016,Designer,Apple,24.62,,,,
C-511,Other,1991,no,HS/GED,St. Paul,no,Support,11.20,12/01/2016,Graduated,15/09/2016,QA,Entered Military,Online,08/06/2017,Junior Designer,Bright Health,30.07,14/12/2017,Developer,Osborn 370,27.12
J-512,Unreported,1968,yes,Graduate and Beyond,Brooklyn Center,yes,Supervisor,14.62,25/02/2015,Removed,28/11/2015,IT Fundamentals,Enrolled in Additional Training,Online,15/04/2016,Junior Engineer,Loup Ventures,28.79,,,,
T-513,Female,1976,no,Bachelors,Plymouth,yes,Temp,11.16,30/03/2017,Removed,19/05/2017,QA,Institutionalized,Online,15/05/2018,Junior Developer,Aftercode,29.74,,,,
Y-514,Other,1985,yes,Graduate and Beyond,Minneapolis,yes,Temp,9.90,04/08/2017,Withdrew,06/03/2018,UX,Health/Medical,Online,07/09/2018,Temp Developer,Apple,31.57,,,,
J-515,Male,1983,no,Graduate and Beyond,Minneapolis,yes,Team Member,13.73,17/02/2015,Withdrew,01/04/2015,IT Fundamentals,Entered Employment,Online,17/11/2015,Junior Designer,Great North Labs,27.42,,,,
T-516,Unreported,1961,unreported,Associates,Brooklyn Center,no,Manager,10.59,19/01/2016,Withdrew,28/04/2016,UX,Institutionalized,Classroom,23/11/2016,IT Support,Osborn 370,30.89,,,,
T-517,Female,1973,yes,Associates,Roseville,yes,,14.08,09/03/2015,Graduated,04/06/2015,UX,Institutionalized,Online,01/07/2016,Junior Designer,Upsie,29.63,,,,
P-518,Male,1985,unreported,Some College,Minneapolis,no,Cashier,14.88,05/06/2015,Removed,12/12/2015,IT Fundamentals,Institutionalized,Classroom,28/04/2016,Junior Developer,Google,25.91,,,,
S-519,Unreported,1989,no,Some College,Edina,yes,Manager,10.43,05/02/2017,Withdrew,14/08/2017,UX,Entered Military,Online,13/11/2017,Project Manager,Loup Ventures,28.27,,,,
P-520,Male,1972,yes,Associates,Brooklyn Center,yes,Associate,14.98,23/02/2015,Withdrew,14/09/2015,QA,Enrolled in Additional Training,Classroom,23/01/2016,Junior Developer,Nerdery,31.08,,,,
T-521,Other,1995,yes,Bachelors,Robbinsdale,yes,Temp,9.54,08/10/2017,Graduated,08/02/2018,QA,Entered Employment,Classroom,06/07/2018,Web Developer,Bright Health,27.02,,,,
Y-522,Unreported,1954,yes,Some College,Edina,no,Employee,13.47,10/11/2016,Removed,11/04/2017,UX,Entered Employment,Online,20/06/2017,Junior Designer,Google,26.72,10/01/2018,Developer,Upsie,27.65
P-523,Male,1985,no,Some College,Roseville,yes,Representative,15.36,18/11/2017,Graduated,18/07/2018,UX,Entered Military,Classroom,25/05/2019,IT Support,Bite Squad,27.39,,,,
M-524,Male,1957,no,Associates,St. Paul,yes,Support,12.25,10/08/2016,Graduated,23/11/2016,UX,Enrolled in Additional Training,Online,28/03/2017,Programmer,Nerdery,26.24,,,,
P-525,Female,1980,no,Bachelors,Plymouth,yes,Supervisor,14.99,13/07/2017,Removed,08/09/2017,IT Fundamentals,Enrolled in Additional Training,Online,11/04/2018,Developer,Bind Benefits,30.61,26/09/2018,Programmer,Loup Ventures,26.71
J-526,Male,1993,no,Some College,Brooklyn Center,yes,Associate,13.85,25/05/2015,Withdrew,08/10/2015,QA,Incarcerated,Classroom,16/06/2016,Junior Designer,Bind Benefits,26.48,,,,
C-527,Unreported,1957,yes,HS/GED,Robbinsdale,yes,,10.48,23/01/2015,Graduated,12/05/2015,IT Fundamentals,Enrolled in Additional Training,Online,24/04/2016,Junior Designer,Bright Health,28.85,,,,
C-528,Other,1964,no,HS/GED,Plymouth,no,Support,13.27,21/09/2016,Withdrew,26/11/2016,QA,Entered Military,Online,21/06/2017,Programmer,Great North Labs,25.24,,,,
T-529,Other,1962,unreported,Associates,St. Paul,no,Cashier,14.21,23/09/2017,Graduated,21/01/2018,UX,Entered Employment,Classroom,,,,,,,,
Y-530,Other,1950,unreported,Some College,Robbinsdale,no,Representative,13.32,30/12/2017,Withdrew,05/04/2018,IT Fundamentals,Entered Employment,Online,27/05/2019,Junior Engineer,Branch Messenger,26.92,,,,
T-531,Unreported,1952,yes,Associates,Roseville,yes,Employee,11.02,25/07/2016,Graduated,16/02/2017,UX,Institutionalized,Classroom,01/07/2017,Junior Developer,Apple,26.18,,,,
J-532,Female,1962,unreported,Some College,St. Paul,yes,,15.21,02/04/2015,Withdrew,04/06/2015,QA,Health/Medical,Classroom,13/07/2015,Junior Engineer,Google,24.42,,,,
T-533,Female,1981,no,HS/GED,Eden Prairie,yes,Temp,12.60,14/10/2016,Withdrew,03/03/2017,IT Fundamentals,Entered Military,Classroom,22/11/2017,Temp Designer,Microsoft,29.28,,,,
C-534,Female,1993,no,HS/GED,Minneapolis,no,Contractor,12.85,26/01/2017,Withdrew,28/04/2017,UX,Institutionalized,Classroom,12/07/2017,Temp Developer,Upsie,24.97,14/09/2017,Programmer,Branch Messenger,31.36
S-535,Unreported,1985,no,Graduate and Beyond,St. Paul,yes,Contractor,14.58,18/04/2017,Withdrew,12/08/2017,QA,Incarcerated,Online,18/06/2018,Designer,Osborn 370,28.42,,,,
Y-536,Male,1963,yes,HS/GED,Plymouth,yes,Support,13.08,18/01/2016,Graduated,09/06/2016,IT Fundamentals,Health/Medical,Online,27/03/2017,Project Manager,Aftercode,26.36,06/06/2017,Junior Designer,Nerdery,29.15
Y-537,Unreported,1999,unreported,Some College,Eden Prairie,yes,Manager,14.78,10/10/2017,Withdrew,15/02/2018,UX,Entered Military,Online,02/02/2019,Temp Developer,Upsie,31.19,25/09/2019,Junior Engineer,Code 42,29.60
S-538,Unreported,1996,no,Graduate and Beyond,Edina,yes,Support,9.09,13/03/2017,Graduated,16/05/2017,UX,Incarcerated,Classroom,06/07/2017,IT Support,Microsoft,28.03,,,,
P-539,Male,1970,yes,HS/GED,Eden Prairie,yes,Manager,10.82,16/12/2017,Withdrew,10/02/2018,IT Fundamentals,Health/Medical,Online,10/10/2018,Developer,Bind Benefits,27.32,05/03/2019,Developer,Bind Benefits,30.77
J-540,Female,1969,yes,Some College,Edina,yes,Representative,10.12,11/05/2015,Graduated,05/02/2016,QA,Entered Employment,Classroom,16/09/2016,Programmer,Loup Ventures,26.85,,,,
C-541,Other,1987,yes,Some College,Minneapolis,yes,Support,14.45,18/03/2016,Removed,15/05/2016,QA,Institutionalized,Online,27/05/2017,Project Manager,Great North Labs,26.92,,,,
M-542,Female,1995,yes,Graduate and Beyond,Roseville,no,Team Member,15.89,31/07/2015,Removed,14/10/2015,IT Fundamentals,Incarcerated,Classroom,11/04/2016,IT Support,Merrill Corporation,29.57,,,,
M-543,Male,1966,yes,Some College,Minneapolis,yes,Associate,9.07,06/08/2015,Graduated,26/11/2015,UX,Health/Medical,Online,12/06/2016,Junior Developer,Google,26.36,,,,
P-544,Other,1988,unreported,HS/GED,Plymouth,no,,12.36,19/12/2015,Withdrew,12/06/2016,IT Fundamentals,Entered Employment,Online,19/07/2016,Web Developer,Loup Ventures,30.69,,,,
M-545,Male,1971,no,Graduate and Beyond,Plymouth,yes,Support,14.92,30/10/2017,Withdrew,10/01/2018,IT Fundamentals,Institutionalized,Online,04/03/2018,Junior Designer,Merrill Corporation,27.10,27/01/2019,Temp Designer,Upsie,28.45
Y-546,Female,1963,yes,Bachelors,Eden Prairie,no,Manager,10.33,26/01/2016,Removed,16/09/2016,QA,Entered Employment,Online,26/07/2017,Junior Developer,Branch Messenger,31.09,,,,
P-547,Female,1956,unreported,HS/GED,Roseville,no,Supervisor,12.31,06/09/2016,Removed,06/02/2017,UX,Entered Military,Online,27/08/2017,Developer,Google,31.20,24/01/2018,Junior Engineer,Code 42,28.24
P-548,Male,1987,yes,HS/GED,Robbinsdale,no,Manager,10.86,17/03/2016,Withdrew,12/08/2016,IT Fundamentals,Institutionalized,Online,05/10/2016,Temp Developer,Osborn 370,26.54,,,,
Y-549,Female,1972,no,Associates,Plymouth,yes,Cashier,10.09,15/04/2017,Withdrew,22/07/2017,IT Fundamentals,Incarcerated,Classroom,08/02/2018,Designer,Apple,28.27,14/09/2018,Temp Developer,Microsoft,26.76
M-550,Other,1992,unreported,Some College,Roseville,no,Temp,13.91,24/01/2016,Graduated,14/08/2016,IT Fundamentals,Enrolled in Additional Training,Online,18/11/2016,Junior Designer,Bite Squad,31.84,,,,
M-551,Other,1953,yes,Some College,Eden Prairie,no,Representative,11.45,18/11/2017,In Training,,IT Fundamentals,,Classroom,,,,,,,,
J-552,Male,1971,unreported,Graduate and Beyond,Robbinsdale,yes,Cashier,12.08,29/10/2015,Withdrew,15/12/2015,UX,Enrolled in Additional Training,Online,21/01/2016,Developer,Bright Health,26.14,,,,
Y-553,Other,1976,no,Associates,Edina,yes,Employee,12.97,15/05/2015,Removed,12/02/2016,IT Fundamentals,Enrolled in Additional Training,Online,16/10/2016,Programmer,Nerdery,29.96,,,,
C-554,Male,1972,no,Graduate and Beyond,Edina,yes,Supervisor,10.66,20/10/2017,Removed,26/12/2017,IT Fundamentals,Institutionalized,Classroom,,,,,,,,
J-555,Unreported,1958,yes,Graduate and Beyond,St. Paul,yes,Supervisor,13.80,15/08/2017,Graduated,07/03/2018,UX,Enrolled in Additional Training,Classroom,18/04/2018,Temp Designer,Osborn 370,31.57,,,,
C-556,Unreported,1954,unreported,Bachelors,Minneapolis,no,Contractor,10.26,06/06/2015,Withdrew,26/08/2015,QA,Entered Employment,Online,12/12/2015,Junior Designer,Code 42,30.36,02/06/2016,Developer,Foodsby,24.82
Y-557,Male,1961,unreported,Some College,Edina,no,Manager,11.67,26/02/2015,Graduated,27/11/2015,UX,Enrolled in Additional Training,Classroom,08/09/2016,Junior Engineer,Loup Ventures,29.62,21/03/2017,Junior Engineer,Microsoft,28.65
Y-558,Unreported,1991,unreported,Associates,Brooklyn Center,no,Team Member,13.41,23/04/2016,Removed,16/08/2016,IT Fundamentals,Enrolled in Additional Training,Online,02/09/2016,Junior Designer,Code 42,26.66,,,,
C-559,Other,1958,yes,Bachelors,Plymouth,yes,Cashier,11.10,25/04/2016,Removed,04/10/2016,QA,Institutionalized,Online,15/12/2016,Developer,Foodsby,28.24,05/05/2017,Project Manager,Google,28.59
T-560,Female,1968,no,HS/GED,Roseville,yes,,14.74,18/03/2016,Removed,02/06/2016,IT Fundamentals,Entered Employment,Online,10/11/2016,Developer,Google,27.10,,,,
P-561,Male,1961,yes,Associates,Brooklyn Center,no,Contractor,10.94,03/01/2016,Removed,03/09/2016,UX,Entered Military,Classroom,18/07/2017,Project Manager,Upsie,24.74,,,,
M-562,Male,1988,unreported,Associates,Roseville,yes,Representative,11.81,31/10/2017,Removed,06/02/2018,QA,Health/Medical,Classroom,01/06/2018,Designer,Upsie,29.65,,,,
T-563,Other,1950,yes,HS/GED,Plymouth,no,Support,13.25,14/02/2016,Withdrew,20/04/2016,UX,Health/Medical,Classroom,09/02/2017,Junior Developer,Branch Messenger,28.16,,,,
T-564,Other,1983,unreported,Associates,Roseville,no,Temp,11.15,23/12/2017,Graduated,10/03/2018,IT Fundamentals,Entered Employment,Online,15/06/2018,Temp Developer,Nerdery,29.24,,,,
M-565,Unreported,1986,unreported,HS/GED,Robbinsdale,yes,Representative,10.70,13/08/2015,Removed,04/12/2015,QA,Enrolled in Additional Training,Classroom,14/01/2016,Programmer,Code 42,30.56,,,,
T-566,Other,1970,no,Bachelors,Robbinsdale,no,Representative,11.00,13/02/2016,Removed,11/08/2016,QA,Entered Employment,Online,08/05/2017,Junior Engineer,Aftercode,24.51,,,,
S-567,Other,1974,yes,Some College,Eden Prairie,no,Contractor,15.26,31/07/2016,Graduated,14/03/2017,UX,Entered Military,Online,14/08/2017,Junior Designer,Merrill Corporation,24.65,,,,
T-568,Female,1963,no,Some College,Plymouth,yes,Associate,12.82,01/11/2015,Graduated,12/07/2016,UX,Institutionalized,Online,28/07/2017,Developer,Loup Ventures,30.85,,,,
Y-569,Unreported,1973,yes,Associates,Roseville,no,Team Member,13.27,03/01/2015,Graduated,14/06/2015,UX,Entered Employment,Online,12/08/2015,Junior Engineer,Apple,26.84,04/11/2015,Programmer,Upsie,26.61
T-570,Unreported,1951,unreported,Bachelors,Plymouth,yes,Contractor,13.71,30/12/2016,Removed,16/07/2017,IT Fundamentals,Enrolled in Additional Training,Online,02/03/2018,Junior Engineer,Upsie,27.15,,,,
C-571,Other,1974,unreported,Associates,Plymouth,no,Cashier,12.98,17/06/2017,Withdrew,27/02/2018,UX,Incarcerated,Online,20/09/2018,Junior Engineer,Aftercode,29.41,,,,
C-572,Female,1974,unreported,Associates,Robbinsdale,yes,,13.47,17/12/2017,Graduated,22/05/2018,QA,Incarcerated,Online,14/11/2018,Designer,Code 42,30.92,,,,
S-573,Male,1987,no,Some College,Minneapolis,no,Employee,13.70,01/10/2016,Withdrew,08/01/2017,QA,Enrolled in Additional Training,Classroom,28/02/2018,Programmer,Code 42,24.89,,,,
J-574,Other,2000,unreported,Associates,Roseville,no,Representative,9.29,17/04/2017,Removed,17/08/2017,IT Fundamentals,Entered Military,Online,19/02/2018,Junior Developer,Osborn 370,24.36,,,,
Y-575,Other,1980,no,Bachelors,Minneapolis,no,Contractor,13.07,07/02/2015,Removed,01/11/2015,IT Fundamentals,Enrolled in Additional Training,Online,15/08/2016,Junior Developer,Code 42,30.04,20/05/2017,Designer,Microsoft,26.53
M-576,Male,1951,yes,Some College,St. Paul,no,Team Member,13.36,09/03/2016,Withdrew,01/09/2016,UX,Health/Medical,Online,19/06/2017,Web Developer,Bite Squad,28.58,,,,
T-577,Female,1987,unreported,Some College,Roseville,no,,14.68,09/04/2016,Withdrew,07/11/2016,QA,Entered Military,Classroom,15/05/2017,IT Support,Code 42,28.84,,,,
M-578,Unreported,1950,no,Bachelors,Minneapolis,no,Contractor,12.65,26/05/2015,Removed,08/07/2015,IT Fundamentals,Enrolled in Additional Training,Classroom,22/08/2015,IT Support,Merrill Corporation,29.00,,,,
J-579,Unreported,1950,unreported,Bachelors,Robbinsdale,yes,Associate,12.82,21/04/2015,Withdrew,16/01/2016,QA,Enrolled in Additional Training,Classroom,11/04/2016,Developer,Nerdery,30.29,,,,
J-580,Unreported,1969,unreported,HS/GED,Robbinsdale,no,Employee,12.22,03/12/2016,Graduated,20/02/2017,UX,Incarcerated,Online,10/12/2017,Temp Developer,Bite Squad,24.08,,,,
P-581,Unreported,1988,unreported,HS/GED,Plymouth,yes,Support,14.46,21/10/2017,Graduated,25/05/2018,IT Fundamentals,Health/Medical,Classroom,01/02/2019,Temp Developer,Foodsby,25.55,,,,
J-582,Other,1974,unreported,Graduate and Beyond,Roseville,no,Contractor,9.62,23/04/2016,Removed,01/08/2016,IT Fundamentals,Entered Military,Online,27/09/2017,Temp Developer,Upsie,26.42,,,,
S-583,Other,1967,yes,Graduate and Beyond,Eden Prairie,yes,Contractor,9.62,03/11/2016,Removed,25/06/2017,QA,Entered Military,Classroom,24/05/2018,Junior Engineer,Foodsby,27.31,,,,
M-584,Other,1952,no,HS/GED,Robbinsdale,no,Support,9.30,22/10/2016,Removed,25/03/2017,UX,Enrolled in Additional Training,Classroom,25/04/2018,Junior Designer,Merrill Corporation,25.93,,,,
S-585,Other,1975,yes,HS/GED,Minneapolis,no,Contractor,14.19,18/06/2016,Removed,09/12/2016,IT Fundamentals,Enrolled in Additional Training,Classroom,16/07/2017,Temp Designer,Great North Labs,28.42,01/04/2018,Programmer,Microsoft,27.14
S-586,Male,1977,unreported,Bachelors,Plymouth,no,Representative,10.63,04/08/2016,Withdrew,03/01/2017,UX,Health/Medical,Classroom,03/06/2017,Web Developer,Merrill Corporation,26.19,10/06/2018,Developer,Bright Health,28.69
J-587,Other,1984,yes,Some College,St. Paul,yes,Support,13.29,11/09/2015,Removed,27/12/2015,UX,Institutionalized,Online,22/11/2016,Web Developer,Osborn 370,30.13,26/06/2017,Junior Developer,Upsie,28.60
Y-588,Female,1985,no,Associates,Robbinsdale,no,Support,11.58,15/06/2017,Withdrew,08/09/2017,UX,Institutionalized,Online,02/04/2018,Project Manager,Great North Labs,29.68,,,,
Y-589,Female,1980,no,Associates,Minneapolis,yes,Employee,15.61,16/09/2015,Removed,12/05/2016,IT Fundamentals,Enrolled in Additional Training,Online,01/06/2017,Developer,Google,24.80,21/04/2018,Junior Designer,Aftercode,30.68
S-590,Male,1986,unreported,Some College,Eden Prairie,no,Temp,14.51,24/11/2015,Withdrew,25/06/2016,IT Fundamentals,Enrolled in Additional Training,Classroom,05/11/2016,Project Manager,Google,25.06,,,,
M-591,Male,1971,yes,Bachelors,Robbinsdale,yes,Employee,14.28,01/04/2016,Removed,07/06/2016,QA,Entered Employment,Classroom,02/05/2017,Developer,Bite Squad,27.64,21/03/2018,Project Manager,Bite Squad,29.53
S-592,Male,1989,yes,HS/GED,St. Paul,no,,13.94,13/01/2017,Removed,08/06/2017,IT Fundamentals,Entered Employment,Classroom,19/01/2018,Developer,Microsoft,27.05,,,,
S-593,Other,1966,no,Associates,Edina,no,Representative,12.47,18/12/2017,Graduated,02/08/2018,IT Fundamentals,Health/Medical,Classroom,08/07/2019,Programmer,Great North Labs,26.36,,,,
Y-594,Unreported,1976,yes,Graduate and Beyond,Edina,yes,Temp,10.72,27/12/2016,Graduated,08/03/2017,UX,Entered Employment,Classroom,13/01/2018,Junior Engineer,Upsie,31.27,11/10/2018,Designer,Bright Health,31.59
M-595,Male,1958,yes,Some College,Edina,yes,Cashier,14.73,10/10/2016,Removed,27/05/2017,UX,Institutionalized,Online,27/02/2018,Temp Developer,Branch Messenger,29.15,,,,
S-596,Female,1986,yes,Some College,Brooklyn Center,yes,Cashier,12.85,23/04/2017,Withdrew,28/09/2017,UX,Entered Employment,Classroom,22/11/2017,Junior Designer,Nerdery,25.17,04/06/2018,Developer,Upsie,28.39
C-597,Female,1976,no,Bachelors,Brooklyn Center,yes,Cashier,15.12,05/05/2017,Graduated,11/09/2017,IT Fundamentals,Health/Medical,Online,15/02/2018,Junior Designer,Osborn 370,30.34,13/09/2018,Junior Engineer,Osborn 370,25.83
P-598,Other,1952,no,Bachelors,Roseville,yes,Supervisor,15.38,14/03/2016,Removed,25/05/2016,UX,Health/Medical,Online,11/01/2017,IT Support,Loup Ventures,31.19,,,,
S-599,Female,1969,unreported,Bachelors,Minneapolis,no,Supervisor,9.72,20/05/2015,Removed,28/07/2015,IT Fundamentals,Incarcerated,Classroom,21/11/2015,Junior Developer,Bind Benefits,30.19,03/07/2016,Developer,Google,25.47
J-600,Unreported,1984,yes,Some College,Roseville,yes,Supervisor,12.85,30/04/2015,Withdrew,01/08/2015,QA,Health/Medical,Classroom,26/03/2016,IT Support,Nerdery,26.96,17/07/2016,Developer,Microsoft,24.78
Y-601,Unreported,1975,unreported,Graduate and Beyond,Plymouth,no,Representative,13.67,07/10/2017,Withdrew,15/06/2018,IT Fundamentals,Entered Military,Classroom,20/01/2019,Developer,Code 42,25.16,,,,
J-602,Unreported,1951,yes,Some College,Plymouth,no,Representative,13.33,21/06/2017,Withdrew,13/02/2018,IT Fundamentals,Health/Medical,Online,17/04/2018,Web Developer,Nerdery,26.51,,,,
Y-603,Unreported,1994,no,Associates,Roseville,yes,Support,9.08,10/06/2016,Withdrew,18/03/2017,IT Fundamentals,Entered Employment,Classroom,04/11/2017,Project Manager,Bright Health,30.13,,,,
C-604,Unreported,1999,unreported,HS/GED,Robbinsdale,no,Contractor,12.61,21/03/2015,Withdrew,10/08/2015,IT Fundamentals,Institutionalized,Classroom,22/07/2016,Web Developer,Nerdery,24.14,24/02/2017,IT Support,Code 42,29.60
J-605,Female,1988,yes,Graduate and Beyond,Brooklyn Center,no,Representative,15.01,22/12/2015,Withdrew,14/07/2016,QA,Entered Military,Online,24/05/2017,IT Support,Code 42,27.57,,,,
J-606,Other,1966,unreported,Associates,Eden Prairie,yes,Cashier,14.76,14/05/2017,Removed,04/10/2017,UX,Entered Military,Classroom,09/09/2018,Web Developer,Merrill Corporation,30.50,,,,
S-607,Male,1951,unreported,Some College,Eden Prairie,no,Employee,15.73,04/12/2015,Removed,06/02/2016,UX,Incarcerated,Online,14/11/2016,IT Support,Nerdery,31.25,,,,
T-608,Unreported,1970,no,Bachelors,Edina,yes,Employee,13.05,18/09/2015,Removed,06/12/2015,QA,Institutionalized,Online,05/05/2016,Web Developer,Upsie,28.73,,,,
S-609,Unreported,1987,unreported,Associates,Minneapolis,yes,,15.07,28/08/2016,Withdrew,17/05/2017,IT Fundamentals,Entered Employment,Classroom,24/01/2018,Designer,Upsie,26.62,,,,
C-610,Female,1950,yes,Bachelors,Edina,yes,Temp,11.49,21/04/2016,Graduated,24/08/2016,IT Fundamentals,Enrolled in Additional Training,Classroom,04/10/2016,Web Developer,Branch Messenger,26.16,,,,
Y-611,Male,1991,yes,Graduate and Beyond,St. Paul,no,Temp,11.44,20/11/2015,Removed,08/03/2016,IT Fundamentals,Institutionalized,Classroom,07/07/2016,Junior Developer,Branch Messenger,24.64,,,,
C-612,Male,1968,unreported,Graduate and Beyond,Plymouth,yes,Manager,11.52,24/04/2016,Withdrew,12/10/2016,QA,Entered Employment,Online,27/03/2017,Designer,Branch Messenger,31.81,,,,
M-613,Other,1995,unreported,Some College,Plymouth,no,,13.42,26/03/2016,Removed,05/05/2016,UX,Entered Military,Online,16/02/2017,Junior Engineer,Branch Messenger,25.04,,,,
M-614,Unreported,1971,no,Some College,Brooklyn Center,no,Cashier,10.53,22/04/2017,Graduated,28/09/2017,UX,Entered Employment,Online,28/11/2017,Project Manager,Foodsby,29.03,,,,
Y-615,Male,1982,unreported,Some College,Brooklyn Center,no,Team Member,14.57,16/07/2017,Graduated,25/09/2017,QA,Institutionalized,Classroom,04/09/2018,Junior Engineer,Great North Labs,29.21,,,,
S-616,Male,1958,no,Graduate and Beyond,Robbinsdale,yes,Representative,14.57,17/05/2015,Removed,03/10/2015,UX,Incarcerated,Online,11/05/2016,Temp Designer,Loup Ventures,26.81,25/01/2017,Developer,Merrill Corporation,26.01
T-617,Female,1963,yes,Graduate and Beyond,Robbinsdale,yes,Supervisor,14.30,22/09/2017,Graduated,07/02/2018,IT Fundamentals,Enrolled in Additional Training,Classroom,24/04/2018,Developer,Apple,24.51,,,,
M-618,Other,1998,yes,Associates,Minneapolis,yes,Manager,12.07,12/09/2016,Withdrew,09/02/2017,UX,Institutionalized,Online,22/12/2017,Temp Developer,Merrill Corporation,25.70,16/02/2018,IT Support,Loup Ventures,24.36
P-619,Male,1998,no,Graduate and Beyond,Roseville,yes,Supervisor,9.32,19/06/2017,Removed,17/08/2017,QA,Enrolled in Additional Training,Classroom,16/03/2018,Developer,Merrill Corporation,29.72,,,,
M-620,Other,1987,unreported,Some College,Minneapolis,no,Team Member,15.62,13/10/2016,Graduated,02/03/2017,IT Fundamentals,Institutionalized,Online,18/03/2018,Developer,Microsoft,26.74,,,,
Y-621,Other,1968,yes,Associates,Plymouth,no,Cashier,10.31,20/10/2015,Graduated,13/05/2016,QA,Entered Military,Classroom,22/07/2016,Temp Developer,Bright Health,24.71,,,,
M-622,Male,1989,no,HS/GED,Brooklyn Center,no,Team Member,15.94,20/10/2015,Withdrew,08/02/2016,IT Fundamentals,Institutionalized,Classroom,28/05/2016,Junior Developer,Branch Messenger,30.44,,,,
M-623,Other,1957,no,Some College,St. Paul,yes,Supervisor,10.94,22/06/2017,Graduated,02/01/2018,IT Fundamentals,Entered Employment,Classroom,15/09/2018,IT Support,Google,24.51,,,,
Y-624,Other,1954,no,Associates,Robbinsdale,no,,10.45,14/10/2017,Removed,02/07/2018,QA,Health/Medical,Classroom,02/11/2018,Junior Developer,Nerdery,24.98,,,,
J-625,Male,1963,yes,Graduate and Beyond,Brooklyn Center,no,Associate,9.62,13/09/2017,Removed,05/02/2018,QA,Entered Employment,Online,18/01/2019,Temp Designer,Aftercode,29.36,23/09/2019,IT Support,Code 42,24.67
S-626,Male,1998,unreported,Bachelors,Roseville,yes,Team Member,15.60,22/07/2015,Withdrew,23/04/2016,QA,Incarcerated,Online,17/05/2016,Designer,Nerdery,24.93,14/09/2016,Web Developer,Code 42,30.68
S-627,Female,1988,unreported,Graduate and Beyond,Robbinsdale,yes,Representative,13.20,08/09/2015,Withdrew,23/02/2016,UX,Entered Military,Online,27/10/2016,Junior Designer,Great North Labs,31.29,,,,
Y-628,Unreported,1977,yes,Bachelors,Plymouth,no,Contractor,11.14,28/04/2017,Withdrew,01/11/2017,QA,Enrolled in Additional Training,Classroom,16/07/2018,Web Developer,Nerdery,24.25,,,,
M-629,Unreported,1992,no,HS/GED,Minneapolis,yes,Support,9.55,24/09/2016,Graduated,27/06/2017,UX,Entered Military,Online,03/10/2017,Junior Designer,Bite Squad,28.97,,,,
Y-630,Female,1954,no,Bachelors,Brooklyn Center,no,Supervisor,15.49,09/11/2016,Graduated,12/04/2017,QA,Entered Military,Online,25/12/2017,Junior Designer,Bright Health,28.64,,,,
Y-631,Other,1950,yes,HS/GED,Eden Prairie,no,Associate,9.25,30/07/2015,Graduated,13/01/2016,UX,Entered Military,Classroom,13/08/2016,Junior Engineer,Aftercode,31.03,,,,
